"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 17 16:02:12 GMT 2024","Sun Mar 17 16:02:12 GMT 2024","67","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Sun Mar 17 16:03:04 GMT 2024","Sun Mar 17 16:03:05 GMT 2024","76","Window","","","","","cy.document() - get the document object",""
"passed","Sun Mar 17 16:02:18 GMT 2024","Sun Mar 17 16:02:18 GMT 2024","66","Cypress.log","","","","","Control what is printed to the Command Log",""
"passed","Sun Mar 17 16:02:01 GMT 2024","Sun Mar 17 16:02:02 GMT 2024","101","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Mar 17 16:02:29 GMT 2024","Sun Mar 17 16:02:29 GMT 2024","331","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Mar 17 16:02:48 GMT 2024","Sun Mar 17 16:02:48 GMT 2024","83","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Sun Mar 17 16:02:37 GMT 2024","Sun Mar 17 16:02:37 GMT 2024","100","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Sun Mar 17 16:02:44 GMT 2024","Sun Mar 17 16:02:45 GMT 2024","150","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Mar 17 16:02:48 GMT 2024","Sun Mar 17 16:02:48 GMT 2024","80","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Mar 17 16:02:09 GMT 2024","Sun Mar 17 16:02:09 GMT 2024","81","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Mar 17 16:02:17 GMT 2024","Sun Mar 17 16:02:17 GMT 2024","79","Cypress.arch","","","","","Get CPU architecture name of underlying OS",""
"passed","Sun Mar 17 16:01:59 GMT 2024","Sun Mar 17 16:01:59 GMT 2024","172","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Mar 17 16:02:20 GMT 2024","Sun Mar 17 16:02:21 GMT 2024","101","Files","","","","","cy.readFile() - read file contents",""
"passed","Sun Mar 17 16:02:18 GMT 2024","Sun Mar 17 16:02:18 GMT 2024","77","Cypress.dom","","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Sun Mar 17 16:02:22 GMT 2024","Sun Mar 17 16:02:23 GMT 2024","87","Location","","","","","cy.url() - get the current URL",""
"passed","Sun Mar 17 16:02:47 GMT 2024","Sun Mar 17 16:02:47 GMT 2024","79","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Sun Mar 17 16:02:45 GMT 2024","Sun Mar 17 16:02:45 GMT 2024","140","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Sun Mar 17 16:02:09 GMT 2024","Sun Mar 17 16:02:10 GMT 2024","1568","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun Mar 17 16:02:44 GMT 2024","Sun Mar 17 16:02:44 GMT 2024","495","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Sun Mar 17 16:02:08 GMT 2024","Sun Mar 17 16:02:08 GMT 2024","92","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sun Mar 17 16:02:46 GMT 2024","Sun Mar 17 16:02:47 GMT 2024","283","Traversal","","","","",".children() - get child DOM elements",""
