"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 17 22:02:40 GMT 2024","Sun Mar 17 22:02:40 GMT 2024","76","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Mar 17 22:03:08 GMT 2024","Sun Mar 17 22:03:08 GMT 2024","69","Window","","","","","cy.title() - get the title",""
"passed","Sun Mar 17 22:02:52 GMT 2024","Sun Mar 17 22:02:52 GMT 2024","87","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Mar 17 22:03:01 GMT 2024","Sun Mar 17 22:03:06 GMT 2024","4418","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Mar 17 22:02:32 GMT 2024","Sun Mar 17 22:02:33 GMT 2024","290","Navigation","","","","","cy.visit() - visit a remote url",""
"passed","Sun Mar 17 22:02:54 GMT 2024","Sun Mar 17 22:02:54 GMT 2024","176","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Mar 17 22:02:39 GMT 2024","Sun Mar 17 22:02:39 GMT 2024","291","Querying","","","","","cy.get() - query DOM elements",""
"passed","Sun Mar 17 22:02:51 GMT 2024","Sun Mar 17 22:02:51 GMT 2024","86","Traversal","","","","",".first() - get first DOM element",""
"passed","Sun Mar 17 22:02:51 GMT 2024","Sun Mar 17 22:02:51 GMT 2024","95","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Mar 17 22:02:52 GMT 2024","Sun Mar 17 22:02:52 GMT 2024","77","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Sun Mar 17 22:02:48 GMT 2024","Sun Mar 17 22:02:48 GMT 2024","268","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Mar 17 22:02:45 GMT 2024","Sun Mar 17 22:02:45 GMT 2024","16","Spies, Stubs, and Clock","","","","","cy.stub() matches depending on arguments",""
