"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 17 21:58:23 GMT 2024","Sun Mar 17 21:58:23 GMT 2024","203","Utilities","","","","","Cypress.$ - call a jQuery method",""
"passed","Sun Mar 17 21:58:36 GMT 2024","Sun Mar 17 21:58:36 GMT 2024","77","Window","","","","","cy.document() - get the document object",""
"passed","Sun Mar 17 21:58:20 GMT 2024","Sun Mar 17 21:58:20 GMT 2024","81","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Sun Mar 17 21:58:05 GMT 2024","Sun Mar 17 21:58:05 GMT 2024","268","Network Requests","","","","","cy.request() - pass result to the second request",""
"passed","Sun Mar 17 21:58:36 GMT 2024","Sun Mar 17 21:58:36 GMT 2024","72","Window","","","","","cy.title() - get the title",""
"passed","Sun Mar 17 21:58:17 GMT 2024","Sun Mar 17 21:58:17 GMT 2024","209","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Sun Mar 17 21:58:30 GMT 2024","Sun Mar 17 21:58:34 GMT 2024","4457","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Mar 17 21:58:20 GMT 2024","Sun Mar 17 21:58:20 GMT 2024","105","Traversal","","","","",".parents() - get parent DOM elements from DOM elements",""
"passed","Sun Mar 17 21:58:09 GMT 2024","Sun Mar 17 21:58:09 GMT 2024","81","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Sun Mar 17 21:58:20 GMT 2024","Sun Mar 17 21:58:21 GMT 2024","83","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Sun Mar 17 21:58:23 GMT 2024","Sun Mar 17 21:58:24 GMT 2024","1071","Utilities","","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Sun Mar 17 21:58:11 GMT 2024","Sun Mar 17 21:58:11 GMT 2024","177","Spies, Stubs, and Clock","","","","","cy.spy() - wrap a method in a spy",""
"passed","Sun Mar 17 21:58:16 GMT 2024","Sun Mar 17 21:58:16 GMT 2024","218","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Mar 17 21:58:16 GMT 2024","Sun Mar 17 21:58:17 GMT 2024","188","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Mar 17 21:58:19 GMT 2024","Sun Mar 17 21:58:20 GMT 2024","97","Traversal","","","","",".last() - get last DOM element",""
"passed","Sun Mar 17 21:58:23 GMT 2024","Sun Mar 17 21:58:23 GMT 2024","238","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Mar 17 21:58:05 GMT 2024","Sun Mar 17 21:58:05 GMT 2024","148","Network Requests","","","","","cy.request() with query parameters",""
"passed","Sun Mar 17 21:58:20 GMT 2024","Sun Mar 17 21:58:20 GMT 2024","95","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Sun Mar 17 21:58:26 GMT 2024","Sun Mar 17 21:58:29 GMT 2024","2749","Viewport","","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Sun Mar 17 21:58:14 GMT 2024","Sun Mar 17 21:58:14 GMT 2024","21","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Sun Mar 17 21:58:21 GMT 2024","Sun Mar 17 21:58:21 GMT 2024","99","Traversal","","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Sun Mar 17 21:58:02 GMT 2024","Sun Mar 17 21:58:02 GMT 2024","300","Navigation","","","","","cy.visit() - visit a remote url",""
"passed","Sun Mar 17 21:58:02 GMT 2024","Sun Mar 17 21:58:02 GMT 2024","369","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Mar 17 21:58:14 GMT 2024","Sun Mar 17 21:58:14 GMT 2024","170","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Sun Mar 17 21:58:14 GMT 2024","Sun Mar 17 21:58:14 GMT 2024","221","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Sun Mar 17 21:58:06 GMT 2024","Sun Mar 17 21:58:07 GMT 2024","981","Network Requests","","","","","cy.intercept() - route responses to matching requests",""
"passed","Sun Mar 17 21:58:16 GMT 2024","Sun Mar 17 21:58:16 GMT 2024","486","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Sun Mar 17 21:58:20 GMT 2024","Sun Mar 17 21:58:20 GMT 2024","84","Traversal","","","","",".not() - remove DOM elements from set of DOM elements",""
"passed","Sun Mar 17 21:58:14 GMT 2024","Sun Mar 17 21:58:14 GMT 2024","16","Spies, Stubs, and Clock","","","","","cy.stub() matches depending on arguments",""
"passed","Sun Mar 17 21:58:04 GMT 2024","Sun Mar 17 21:58:05 GMT 2024","542","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Mar 17 21:58:20 GMT 2024","Sun Mar 17 21:58:20 GMT 2024","92","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Mar 17 21:58:11 GMT 2024","Sun Mar 17 21:58:14 GMT 2024","2537","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Sun Mar 17 21:58:05 GMT 2024","Sun Mar 17 21:58:06 GMT 2024","198","Network Requests","","","","","cy.request() - save response in the shared test context",""
"passed","Sun Mar 17 21:58:19 GMT 2024","Sun Mar 17 21:58:19 GMT 2024","112","Traversal","","","","",".find() - get descendant DOM elements of the selector",""
"passed","Sun Mar 17 21:58:21 GMT 2024","Sun Mar 17 21:58:21 GMT 2024","104","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Mar 17 21:58:21 GMT 2024","Sun Mar 17 21:58:21 GMT 2024","110","Traversal","","","","",".siblings() - get all sibling DOM elements",""
"passed","Sun Mar 17 21:58:14 GMT 2024","Sun Mar 17 21:58:14 GMT 2024","73","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Sun Mar 17 21:58:19 GMT 2024","Sun Mar 17 21:58:19 GMT 2024","87","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Sun Mar 17 21:58:08 GMT 2024","Sun Mar 17 21:58:09 GMT 2024","109","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Sun Mar 17 21:58:17 GMT 2024","Sun Mar 17 21:58:17 GMT 2024","180","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Sun Mar 17 21:58:09 GMT 2024","Sun Mar 17 21:58:09 GMT 2024","577","Querying","","","","","best practices - selecting elements",""
"passed","Sun Mar 17 21:58:01 GMT 2024","Sun Mar 17 21:58:02 GMT 2024","954","Navigation","","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sun Mar 17 21:58:19 GMT 2024","Sun Mar 17 21:58:19 GMT 2024","235","Traversal","","","","",".children() - get child DOM elements",""
"passed","Sun Mar 17 21:58:08 GMT 2024","Sun Mar 17 21:58:08 GMT 2024","334","Querying","","","","","cy.get() - query DOM elements",""
"passed","Sun Mar 17 21:58:19 GMT 2024","Sun Mar 17 21:58:19 GMT 2024","118","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Sun Mar 17 21:58:34 GMT 2024","Sun Mar 17 21:58:35 GMT 2024","205","Waiting","","","","","cy.wait() - wait for a specific route",""
"passed","Sun Mar 17 21:58:20 GMT 2024","Sun Mar 17 21:58:20 GMT 2024","96","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Mar 17 21:58:05 GMT 2024","Sun Mar 17 21:58:05 GMT 2024","234","Network Requests","","","","","cy.request() - verify response using BDD syntax",""
"passed","Sun Mar 17 21:58:23 GMT 2024","Sun Mar 17 21:58:23 GMT 2024","92","Utilities","","","","","Cypress.minimatch - test out glob patterns against strings",""
"passed","Sun Mar 17 21:58:19 GMT 2024","Sun Mar 17 21:58:19 GMT 2024","94","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Sun Mar 17 21:58:36 GMT 2024","Sun Mar 17 21:58:36 GMT 2024","179","Window","","","","","cy.window() - get the global window object",""
"passed","Sun Mar 17 21:58:20 GMT 2024","Sun Mar 17 21:58:20 GMT 2024","103","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Sun Mar 17 21:58:09 GMT 2024","Sun Mar 17 21:58:09 GMT 2024","83","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Mar 17 21:58:22 GMT 2024","Sun Mar 17 21:58:23 GMT 2024","285","Utilities","","","","","Cypress._ - call a lodash method",""
"passed","Sun Mar 17 21:58:19 GMT 2024","Sun Mar 17 21:58:19 GMT 2024","102","Traversal","","","","",".first() - get first DOM element",""
