"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 17 22:17:57 GMT 2024","Sun Mar 17 22:17:58 GMT 2024","407","Network Requests","","","","","cy.request() with query parameters",""
"passed","Sun Mar 17 22:17:54 GMT 2024","Sun Mar 17 22:17:55 GMT 2024","344","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Mar 17 22:18:30 GMT 2024","Sun Mar 17 22:18:30 GMT 2024","71","Window","","","","","cy.title() - get the title",""
"passed","Sun Mar 17 22:18:04 GMT 2024","Sun Mar 17 22:18:07 GMT 2024","2521","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Sun Mar 17 22:18:13 GMT 2024","Sun Mar 17 22:18:13 GMT 2024","101","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Mar 17 22:18:16 GMT 2024","Sun Mar 17 22:18:16 GMT 2024","305","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Mar 17 22:18:02 GMT 2024","Sun Mar 17 22:18:02 GMT 2024","585","Querying","","","","","best practices - selecting elements",""
"passed","Sun Mar 17 22:18:01 GMT 2024","Sun Mar 17 22:18:02 GMT 2024","435","Querying","","","","","cy.get() - query DOM elements",""
"passed","Sun Mar 17 22:18:07 GMT 2024","Sun Mar 17 22:18:07 GMT 2024","224","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Sun Mar 17 22:17:58 GMT 2024","Sun Mar 17 22:17:58 GMT 2024","411","Network Requests","","","","","cy.request() - pass result to the second request",""
"passed","Sun Mar 17 22:18:09 GMT 2024","Sun Mar 17 22:18:10 GMT 2024","192","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Mar 17 22:18:07 GMT 2024","Sun Mar 17 22:18:07 GMT 2024","20","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Sun Mar 17 22:18:17 GMT 2024","Sun Mar 17 22:18:18 GMT 2024","1079","Utilities","","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Sun Mar 17 22:18:14 GMT 2024","Sun Mar 17 22:18:14 GMT 2024","89","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Mar 17 22:17:55 GMT 2024","Sun Mar 17 22:17:55 GMT 2024","288","Navigation","","","","","cy.visit() - visit a remote url",""
"passed","Sun Mar 17 22:17:57 GMT 2024","Sun Mar 17 22:17:57 GMT 2024","518","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Mar 17 22:18:29 GMT 2024","Sun Mar 17 22:18:30 GMT 2024","186","Window","","","","","cy.window() - get the global window object",""
"passed","Sun Mar 17 22:18:13 GMT 2024","Sun Mar 17 22:18:13 GMT 2024","93","Traversal","","","","",".parents() - get parent DOM elements from DOM elements",""
"passed","Sun Mar 17 22:18:10 GMT 2024","Sun Mar 17 22:18:10 GMT 2024","182","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Sun Mar 17 22:18:13 GMT 2024","Sun Mar 17 22:18:13 GMT 2024","103","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Mar 17 22:18:02 GMT 2024","Sun Mar 17 22:18:02 GMT 2024","87","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Mar 17 22:18:10 GMT 2024","Sun Mar 17 22:18:10 GMT 2024","201","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Mar 17 22:18:07 GMT 2024","Sun Mar 17 22:18:07 GMT 2024","79","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Sun Mar 17 22:18:13 GMT 2024","Sun Mar 17 22:18:13 GMT 2024","95","Traversal","","","","",".last() - get last DOM element",""
"passed","Sun Mar 17 22:18:02 GMT 2024","Sun Mar 17 22:18:02 GMT 2024","116","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Sun Mar 17 22:18:13 GMT 2024","Sun Mar 17 22:18:13 GMT 2024","93","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Sun Mar 17 22:18:13 GMT 2024","Sun Mar 17 22:18:14 GMT 2024","85","Traversal","","","","",".prev() - get previous sibling DOM element",""
