"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 18 15:02:37 GMT 2024","Mon Mar 18 15:02:37 GMT 2024","81","Cypress.env()","","","","","Get environment variables",""
"passed","Mon Mar 18 15:02:10 GMT 2024","Mon Mar 18 15:02:10 GMT 2024","740","Actions","","","","",".uncheck() - uncheck a checkbox element",""
"passed","Mon Mar 18 15:02:10 GMT 2024","Mon Mar 18 15:02:11 GMT 2024","808","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Mon Mar 18 15:03:37 GMT 2024","Mon Mar 18 15:03:37 GMT 2024","70","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Mon Mar 18 15:02:43 GMT 2024","Mon Mar 18 15:02:44 GMT 2024","588","Misc","","","","","cy.exec() - execute a system command",""
"passed","Mon Mar 18 15:02:32 GMT 2024","Mon Mar 18 15:02:32 GMT 2024","88","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Mon Mar 18 15:01:48 GMT 2024","Mon Mar 18 15:01:48 GMT 2024","406","example to-do app","","","","","can add new todo items",""
"passed","Mon Mar 18 15:01:48 GMT 2024","Mon Mar 18 15:01:49 GMT 2024","350","Navigation","","","","","cy.reload() - reload the page",""
"passed","Mon Mar 18 15:01:49 GMT 2024","Mon Mar 18 15:01:50 GMT 2024","249","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Mon Mar 18 15:02:44 GMT 2024","Mon Mar 18 15:02:44 GMT 2024","256","Misc","","","","","cy.focused() - get the DOM element that has focus",""
"passed","Mon Mar 18 15:02:26 GMT 2024","Mon Mar 18 15:02:33 GMT 2024","7351","Network Requests","","","","","cy.request() with query parameters",""
"passed","Mon Mar 18 15:03:33 GMT 2024","Mon Mar 18 15:03:34 GMT 2024","165","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Mon Mar 18 15:03:33 GMT 2024","Mon Mar 18 15:03:33 GMT 2024","449","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Mon Mar 18 15:03:37 GMT 2024","Mon Mar 18 15:03:37 GMT 2024","77","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"failed","Mon Mar 18 15:01:56 GMT 2024","Mon Mar 18 15:02:07 GMT 2024","10536","Actions","","","","",".submit() - submit a form",""
"passed","Mon Mar 18 15:02:11 GMT 2024","Mon Mar 18 15:02:11 GMT 2024","141","Actions","","","","",".trigger() - trigger an event on a DOM element",""
"passed","Mon Mar 18 15:03:37 GMT 2024","Mon Mar 18 15:03:38 GMT 2024","91","Traversal","","","","",".siblings() - get all sibling DOM elements",""
"passed","Mon Mar 18 15:04:08 GMT 2024","Mon Mar 18 15:04:08 GMT 2024","75","Window","","","","","cy.document() - get the document object",""
"passed","Mon Mar 18 15:03:31 GMT 2024","Mon Mar 18 15:03:31 GMT 2024","225","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Mon Mar 18 15:02:07 GMT 2024","Mon Mar 18 15:02:08 GMT 2024","1813","Actions","","","","",".click() - click on a DOM element",""
"passed","Mon Mar 18 15:02:31 GMT 2024","Mon Mar 18 15:02:32 GMT 2024","96","Connectors","","","","",".its() - get properties on the current subject",""
"passed","Mon Mar 18 15:03:26 GMT 2024","Mon Mar 18 15:03:26 GMT 2024","133","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Mon Mar 18 15:03:37 GMT 2024","Mon Mar 18 15:03:37 GMT 2024","80","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Mon Mar 18 15:02:41 GMT 2024","Mon Mar 18 15:02:41 GMT 2024","181","Location","","","","","cy.hash() - get the current URL hash",""
