"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 17 16:07:33 GMT 2024","Sun Mar 17 16:07:35 GMT 2024","2033","Network Requests","","","","","cy.request() - verify response using BDD syntax",""
"passed","Sun Mar 17 16:07:32 GMT 2024","Sun Mar 17 16:07:33 GMT 2024","1101","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Mar 17 16:08:01 GMT 2024","Sun Mar 17 16:08:01 GMT 2024","217","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Sun Mar 17 16:07:56 GMT 2024","Sun Mar 17 16:07:56 GMT 2024","18","Spies, Stubs, and Clock","","","","","cy.stub() matches depending on arguments",""
"passed","Sun Mar 17 16:08:17 GMT 2024","Sun Mar 17 16:08:21 GMT 2024","4474","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Mar 17 16:08:02 GMT 2024","Sun Mar 17 16:08:02 GMT 2024","88","Traversal","","","","",".nextAll() - get all next sibling DOM elements",""
"passed","Sun Mar 17 16:08:03 GMT 2024","Sun Mar 17 16:08:03 GMT 2024","86","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Mar 17 16:07:58 GMT 2024","Sun Mar 17 16:07:59 GMT 2024","170","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Mar 17 16:08:09 GMT 2024","Sun Mar 17 16:08:10 GMT 2024","289","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Mar 17 16:08:03 GMT 2024","Sun Mar 17 16:08:03 GMT 2024","87","Traversal","","","","",".siblings() - get all sibling DOM elements",""
"passed","Sun Mar 17 16:08:01 GMT 2024","Sun Mar 17 16:08:01 GMT 2024","92","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Sun Mar 17 16:08:26 GMT 2024","Sun Mar 17 16:08:26 GMT 2024","290","Window","","","","","cy.window() - get the global window object",""
"passed","Sun Mar 17 16:07:36 GMT 2024","Sun Mar 17 16:07:38 GMT 2024","2079","Network Requests","","","","","cy.request() - pass result to the second request",""
