"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 18 15:01:19 GMT 2024","Mon Mar 18 15:01:19 GMT 2024","74","Connectors",".then()","","","","invokes a callback function with the current subject",""
"passed","Mon Mar 18 15:02:37 GMT 2024","Mon Mar 18 15:02:44 GMT 2024","6583","Waiting","","","","","cy.wait() - wait for a specific route",""
"passed","Mon Mar 18 15:01:17 GMT 2024","Mon Mar 18 15:01:27 GMT 2024","9685","Network Requests","","","","","cy.request() - pass result to the second request",""
"passed","Mon Mar 18 15:01:29 GMT 2024","Mon Mar 18 15:01:29 GMT 2024","286","Location","","","","","cy.hash() - get the current URL hash",""
"passed","Mon Mar 18 15:00:42 GMT 2024","Mon Mar 18 15:00:43 GMT 2024","382","example to-do app","","","","","can add new todo items",""
"passed","Mon Mar 18 15:00:43 GMT 2024","Mon Mar 18 15:00:43 GMT 2024","230","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Mon Mar 18 15:01:21 GMT 2024","Mon Mar 18 15:01:22 GMT 2024","156","Cookies","","","","","cy.clearCookies() - clear browser cookies for the current domain",""
"passed","Mon Mar 18 15:01:29 GMT 2024","Mon Mar 18 15:01:29 GMT 2024","86","Location","","","","","cy.location() - get window.location",""
"passed","Mon Mar 18 15:01:31 GMT 2024","Mon Mar 18 15:01:32 GMT 2024","625","Misc","","","","","cy.exec() - execute a system command",""
"passed","Mon Mar 18 15:01:05 GMT 2024","Mon Mar 18 15:01:05 GMT 2024","113","Actions","","","","",".trigger() - trigger an event on a DOM element",""
"passed","Mon Mar 18 15:01:22 GMT 2024","Mon Mar 18 15:01:22 GMT 2024","85","Cookies","","","","","cy.clearAllCookies() - clear all browser cookies",""
"passed","Mon Mar 18 15:01:15 GMT 2024","Mon Mar 18 15:01:17 GMT 2024","1565","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Mon Mar 18 15:02:13 GMT 2024","Mon Mar 18 15:02:13 GMT 2024","295","Traversal","","","","",".children() - get child DOM elements",""
"passed","Mon Mar 18 15:02:15 GMT 2024","Mon Mar 18 15:02:15 GMT 2024","82","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Mon Mar 18 15:01:04 GMT 2024","Mon Mar 18 15:01:05 GMT 2024","830","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Mon Mar 18 15:01:05 GMT 2024","Mon Mar 18 15:01:05 GMT 2024","107","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Mon Mar 18 15:01:14 GMT 2024","Mon Mar 18 15:01:14 GMT 2024","88","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Mon Mar 18 15:02:15 GMT 2024","Mon Mar 18 15:02:15 GMT 2024","90","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Mon Mar 18 15:01:26 GMT 2024","Mon Mar 18 15:01:27 GMT 2024","374","Files","","","","","cy.fixture() - load a fixture",""
"passed","Mon Mar 18 15:02:26 GMT 2024","Mon Mar 18 15:02:27 GMT 2024","1065","Utilities","","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Mon Mar 18 15:02:29 GMT 2024","Mon Mar 18 15:02:31 GMT 2024","2848","Viewport","","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Mon Mar 18 15:01:14 GMT 2024","Mon Mar 18 15:01:17 GMT 2024","3249","Network Requests","","","","","cy.request() with query parameters",""
