"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 17 23:11:30 GMT 2024","Sun Mar 17 23:11:31 GMT 2024","520","Misc","","","","","cy.exec() - execute a system command",""
"passed","Sun Mar 17 23:11:41 GMT 2024","Sun Mar 17 23:11:41 GMT 2024","99","Traversal","","","","",".find() - get descendant DOM elements of the selector",""
"passed","Sun Mar 17 23:11:25 GMT 2024","Sun Mar 17 23:11:25 GMT 2024","76","Cypress.platform","","","","","Get underlying OS name",""
"passed","Sun Mar 17 23:11:25 GMT 2024","Sun Mar 17 23:11:25 GMT 2024","72","Cypress.spec","","","","","Get current spec information",""
"passed","Sun Mar 17 23:11:19 GMT 2024","Sun Mar 17 23:11:20 GMT 2024","80","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Sun Mar 17 23:11:31 GMT 2024","Sun Mar 17 23:11:31 GMT 2024","66","Misc","","","","","cy.wrap() - wrap an object",""
"passed","Sun Mar 17 23:11:35 GMT 2024","Sun Mar 17 23:11:35 GMT 2024","230","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Sun Mar 17 23:11:21 GMT 2024","Sun Mar 17 23:11:22 GMT 2024","951","Navigation","","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sun Mar 17 23:11:58 GMT 2024","Sun Mar 17 23:11:58 GMT 2024","218","Window","","","","","cy.window() - get the global window object",""
"failed","Sun Mar 17 23:10:53 GMT 2024","Sun Mar 17 23:11:04 GMT 2024","10516","Actions","","","","",".submit() - submit a form",""
"passed","Sun Mar 17 23:11:13 GMT 2024","Sun Mar 17 23:11:13 GMT 2024","437","Aliasing","","","","",".as() - alias a route for later use",""
"passed","Sun Mar 17 23:11:42 GMT 2024","Sun Mar 17 23:11:42 GMT 2024","88","Traversal","","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Sun Mar 17 23:10:52 GMT 2024","Sun Mar 17 23:10:53 GMT 2024","109","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Sun Mar 17 23:11:20 GMT 2024","Sun Mar 17 23:11:20 GMT 2024","76","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
"passed","Sun Mar 17 23:11:16 GMT 2024","Sun Mar 17 23:11:16 GMT 2024","79","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Mar 17 23:11:16 GMT 2024","Sun Mar 17 23:11:16 GMT 2024","81","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Sun Mar 17 23:11:38 GMT 2024","Sun Mar 17 23:11:38 GMT 2024","185","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Sun Mar 17 23:11:41 GMT 2024","Sun Mar 17 23:11:41 GMT 2024","86","Traversal","","","","",".last() - get last DOM element",""
"passed","Sun Mar 17 23:11:06 GMT 2024","Sun Mar 17 23:11:06 GMT 2024","168","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Mar 17 23:11:44 GMT 2024","Sun Mar 17 23:11:45 GMT 2024","275","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Mar 17 23:11:15 GMT 2024","Sun Mar 17 23:11:15 GMT 2024","80","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Sun Mar 17 23:10:45 GMT 2024","Sun Mar 17 23:10:45 GMT 2024","425","example to-do app","","","","","displays two todo items by default",""
"passed","Sun Mar 17 23:11:29 GMT 2024","Sun Mar 17 23:11:30 GMT 2024","84","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Mar 17 23:10:53 GMT 2024","Sun Mar 17 23:10:53 GMT 2024","468","Actions","","","","",".clear() - clears an input or textarea element",""
"passed","Sun Mar 17 23:11:42 GMT 2024","Sun Mar 17 23:11:42 GMT 2024","83","Traversal","","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Sun Mar 17 23:11:19 GMT 2024","Sun Mar 17 23:11:19 GMT 2024","86","Connectors","","","","",".its() - get properties on the current subject",""
"passed","Sun Mar 17 23:11:38 GMT 2024","Sun Mar 17 23:11:38 GMT 2024","176","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Sun Mar 17 23:10:53 GMT 2024","Sun Mar 17 23:10:53 GMT 2024","380","Actions","","","","",".blur() - blur off a DOM element",""
"passed","Sun Mar 17 23:11:45 GMT 2024","Sun Mar 17 23:11:46 GMT 2024","1074","Utilities","","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Sun Mar 17 23:11:22 GMT 2024","Sun Mar 17 23:11:23 GMT 2024","348","Navigation","","","","","cy.visit() - visit a remote url",""
"passed","Sun Mar 17 23:10:49 GMT 2024","Sun Mar 17 23:10:52 GMT 2024","3589","Actions","","","","",".type() - type into a DOM element",""
"passed","Sun Mar 17 23:11:27 GMT 2024","Sun Mar 17 23:11:27 GMT 2024","97","Files","","","","","cy.fixture() or require - load a fixture",""
"passed","Sun Mar 17 23:11:38 GMT 2024","Sun Mar 17 23:11:38 GMT 2024","225","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Sun Mar 17 23:11:41 GMT 2024","Sun Mar 17 23:11:41 GMT 2024","88","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Mar 17 23:11:19 GMT 2024","Sun Mar 17 23:11:19 GMT 2024","212","Connectors","","","","",".each() - iterate over an array of elements",""
"passed","Sun Mar 17 23:11:58 GMT 2024","Sun Mar 17 23:11:58 GMT 2024","101","Window","","","","","cy.document() - get the document object",""
"passed","Sun Mar 17 23:10:45 GMT 2024","Sun Mar 17 23:10:46 GMT 2024","380","example to-do app","","","","","can add new todo items",""
"passed","Sun Mar 17 23:11:25 GMT 2024","Sun Mar 17 23:11:25 GMT 2024","70","Cypress.version","","","","","Get current version of Cypress being run",""
"passed","Sun Mar 17 23:11:37 GMT 2024","Sun Mar 17 23:11:38 GMT 2024","199","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Mar 17 23:11:15 GMT 2024","Sun Mar 17 23:11:15 GMT 2024","270","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun Mar 17 23:11:41 GMT 2024","Sun Mar 17 23:11:41 GMT 2024","85","Traversal","","","","",".first() - get first DOM element",""
"passed","Sun Mar 17 23:11:42 GMT 2024","Sun Mar 17 23:11:42 GMT 2024","98","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Sun Mar 17 23:11:30 GMT 2024","Sun Mar 17 23:11:30 GMT 2024","594","Querying","","","","","best practices - selecting elements",""
"passed","Sun Mar 17 23:11:16 GMT 2024","Sun Mar 17 23:11:17 GMT 2024","1572","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun Mar 17 23:11:24 GMT 2024","Sun Mar 17 23:11:24 GMT 2024","112","Cypress.Cookies","","","","",".debug() - enable or disable debugging",""
"passed","Sun Mar 17 23:11:30 GMT 2024","Sun Mar 17 23:11:30 GMT 2024","85","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Sun Mar 17 23:11:09 GMT 2024","Sun Mar 17 23:11:09 GMT 2024","123","Actions","","","","",".trigger() - trigger an event on a DOM element",""
"failed","Sun Mar 17 23:11:24 GMT 2024","Sun Mar 17 23:11:24 GMT 2024","227","Cypress.config()","","","","","Get and set configuration options",""
"passed","Sun Mar 17 23:11:41 GMT 2024","Sun Mar 17 23:11:41 GMT 2024","85","Traversal","","","","",".not() - remove DOM elements from set of DOM elements",""
"passed","Sun Mar 17 23:10:46 GMT 2024","Sun Mar 17 23:10:47 GMT 2024","243","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sun Mar 17 23:11:06 GMT 2024","Sun Mar 17 23:11:06 GMT 2024","173","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Sun Mar 17 23:11:22 GMT 2024","Sun Mar 17 23:11:22 GMT 2024","156","Cookies","","","","","cy.clearCookie() - clear a browser cookie",""
"passed","Sun Mar 17 23:11:44 GMT 2024","Sun Mar 17 23:11:44 GMT 2024","373","Utilities","","","","","Cypress._ - call a lodash method",""
"passed","Sun Mar 17 23:11:25 GMT 2024","Sun Mar 17 23:11:25 GMT 2024","592","Network Requests","","","","","cy.request() - make an XHR request",""
"passed","Sun Mar 17 23:11:59 GMT 2024","Sun Mar 17 23:11:59 GMT 2024","70","Window","","","","","cy.title() - get the title",""
"passed","Sun Mar 17 23:11:40 GMT 2024","Sun Mar 17 23:11:40 GMT 2024","106","Traversal","","","","",".closest() - get closest ancestor DOM element",""
"passed","Sun Mar 17 23:11:24 GMT 2024","Sun Mar 17 23:11:24 GMT 2024","72","Cypress.arch","","","","","Get CPU architecture name of underlying OS",""
"passed","Sun Mar 17 23:11:09 GMT 2024","Sun Mar 17 23:11:09 GMT 2024","129","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Mar 17 23:11:22 GMT 2024","Sun Mar 17 23:11:22 GMT 2024","97","Cookies","","","","","cy.setCookie() - set a browser cookie",""
"passed","Sun Mar 17 23:11:15 GMT 2024","Sun Mar 17 23:11:15 GMT 2024","104","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Sun Mar 17 23:11:21 GMT 2024","Sun Mar 17 23:11:22 GMT 2024","183","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Mar 17 23:10:47 GMT 2024","Sun Mar 17 23:10:47 GMT 2024","239","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sun Mar 17 23:11:19 GMT 2024","Sun Mar 17 23:11:19 GMT 2024","79","Connectors","","","","",".invoke() - invoke a function on the current subject",""
"passed","Sun Mar 17 23:11:52 GMT 2024","Sun Mar 17 23:11:56 GMT 2024","4497","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Mar 17 23:11:26 GMT 2024","Sun Mar 17 23:11:26 GMT 2024","256","Network Requests","","","","","cy.request() - pass result to the second request",""
