"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 13:08:56 GMT 2024","Tue Mar 26 13:08:58 GMT 2024","1584","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Tue Mar 26 13:09:08 GMT 2024","Tue Mar 26 13:09:08 GMT 2024","88","Files","","","","","cy.readFile() - read file contents",""
"passed","Tue Mar 26 13:09:09 GMT 2024","Tue Mar 26 13:09:10 GMT 2024","193","Location","","","","","cy.hash() - get the current URL hash",""
"passed","Tue Mar 26 13:07:50 GMT 2024","Tue Mar 26 13:07:51 GMT 2024","107","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Tue Mar 26 13:08:04 GMT 2024","Tue Mar 26 13:08:05 GMT 2024","307","Utilities","","","","","Cypress._ - call a lodash method",""
"passed","Tue Mar 26 13:07:56 GMT 2024","Tue Mar 26 13:07:56 GMT 2024","78","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Tue Mar 26 13:08:48 GMT 2024","Tue Mar 26 13:08:48 GMT 2024","99","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Tue Mar 26 13:08:02 GMT 2024","Tue Mar 26 13:08:02 GMT 2024","95","Traversal","","","","",".not() - remove DOM elements from set of DOM elements",""
"failed","Tue Mar 26 13:08:33 GMT 2024","Tue Mar 26 13:08:44 GMT 2024","10536","Actions","","","","",".submit() - submit a form",""
"passed","Tue Mar 26 13:08:53 GMT 2024","Tue Mar 26 13:08:53 GMT 2024","462","Aliasing","","","","",".as() - alias a route for later use",""
"passed","Tue Mar 26 13:07:53 GMT 2024","Tue Mar 26 13:07:53 GMT 2024","183","Spies, Stubs, and Clock","","","","","cy.spy() - wrap a method in a spy",""
"passed","Tue Mar 26 13:08:12 GMT 2024","Tue Mar 26 13:08:16 GMT 2024","4395","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Tue Mar 26 13:08:32 GMT 2024","Tue Mar 26 13:08:32 GMT 2024","103","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Tue Mar 26 13:07:59 GMT 2024","Tue Mar 26 13:07:59 GMT 2024","153","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Tue Mar 26 13:07:56 GMT 2024","Tue Mar 26 13:07:56 GMT 2024","165","Spies, Stubs, and Clock","","","","","cy.clock() - control time in the browser",""
"passed","Tue Mar 26 13:09:02 GMT 2024","Tue Mar 26 13:09:02 GMT 2024","123","Cookies","","","","","cy.getAllCookies() - get all browser cookies",""
"passed","Tue Mar 26 13:09:06 GMT 2024","Tue Mar 26 13:09:06 GMT 2024","78","Cypress.spec","","","","","Get current spec information",""
"passed","Tue Mar 26 13:08:28 GMT 2024","Tue Mar 26 13:08:32 GMT 2024","3721","Actions","","","","",".type() - type into a DOM element",""
"passed","Tue Mar 26 13:09:00 GMT 2024","Tue Mar 26 13:09:00 GMT 2024","78","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Tue Mar 26 13:08:02 GMT 2024","Tue Mar 26 13:08:02 GMT 2024","92","Traversal","","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Tue Mar 26 13:07:56 GMT 2024","Tue Mar 26 13:07:56 GMT 2024","18","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Tue Mar 26 13:08:55 GMT 2024","Tue Mar 26 13:08:55 GMT 2024","318","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Tue Mar 26 13:09:06 GMT 2024","Tue Mar 26 13:09:06 GMT 2024","71","Cypress.log","","","","","Control what is printed to the Command Log",""
"passed","Tue Mar 26 13:08:02 GMT 2024","Tue Mar 26 13:08:02 GMT 2024","97","Traversal","","","","",".parents() - get parent DOM elements from DOM elements",""
"passed","Tue Mar 26 13:08:01 GMT 2024","Tue Mar 26 13:08:01 GMT 2024","92","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Tue Mar 26 13:08:46 GMT 2024","Tue Mar 26 13:08:46 GMT 2024","166","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Tue Mar 26 13:07:47 GMT 2024","Tue Mar 26 13:07:47 GMT 2024","137","Network Requests","","","","","cy.request() with query parameters",""
"passed","Tue Mar 26 13:07:58 GMT 2024","Tue Mar 26 13:07:59 GMT 2024","143","Local Storage / Session Storage","","","","","cy.getAllSessionStorage() - get all data in sessionStorage for all origins",""
"passed","Tue Mar 26 13:08:25 GMT 2024","Tue Mar 26 13:08:25 GMT 2024","418","example to-do app","","","","","displays two todo items by default",""
"passed","Tue Mar 26 13:09:12 GMT 2024","Tue Mar 26 13:09:12 GMT 2024","538","Misc","","","","","cy.exec() - execute a system command",""
"passed","Tue Mar 26 13:07:58 GMT 2024","Tue Mar 26 13:07:58 GMT 2024","158","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Tue Mar 26 13:09:11 GMT 2024","Tue Mar 26 13:09:12 GMT 2024","374","Misc","","","","",".end() - end the command chain",""
"passed","Tue Mar 26 13:07:50 GMT 2024","Tue Mar 26 13:07:50 GMT 2024","145","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Tue Mar 26 13:09:07 GMT 2024","Tue Mar 26 13:09:08 GMT 2024","323","Files","","","","","cy.fixture() - load a fixture",""
"passed","Tue Mar 26 13:07:47 GMT 2024","Tue Mar 26 13:07:47 GMT 2024","191","Network Requests","","","","","cy.request() - save response in the shared test context",""
"passed","Tue Mar 26 13:09:05 GMT 2024","Tue Mar 26 13:09:06 GMT 2024","87","Cypress.env()","","","","","Get environment variables",""
"passed","Tue Mar 26 13:07:50 GMT 2024","Tue Mar 26 13:07:50 GMT 2024","124","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Tue Mar 26 13:07:58 GMT 2024","Tue Mar 26 13:07:58 GMT 2024","147","Local Storage / Session Storage","","","","","cy.clearAllLocalStorage() - clear all data in localStorage for all origins",""
"passed","Tue Mar 26 13:09:00 GMT 2024","Tue Mar 26 13:09:00 GMT 2024","89","Connectors",".then()","","","","yields the original subject without return",""
"passed","Tue Mar 26 13:09:00 GMT 2024","Tue Mar 26 13:09:00 GMT 2024","86","Connectors",".then()","","","","invokes a callback function with the current subject",""
"passed","Tue Mar 26 13:09:10 GMT 2024","Tue Mar 26 13:09:10 GMT 2024","82","Location","","","","","cy.location() - get window.location",""
"passed","Tue Mar 26 13:08:56 GMT 2024","Tue Mar 26 13:08:56 GMT 2024","82","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Tue Mar 26 13:07:53 GMT 2024","Tue Mar 26 13:07:56 GMT 2024","2537","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Tue Mar 26 13:08:55 GMT 2024","Tue Mar 26 13:08:55 GMT 2024","129","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Tue Mar 26 13:08:02 GMT 2024","Tue Mar 26 13:08:02 GMT 2024","91","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Tue Mar 26 13:09:00 GMT 2024","Tue Mar 26 13:09:00 GMT 2024","84","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Tue Mar 26 13:08:49 GMT 2024","Tue Mar 26 13:08:51 GMT 2024","2090","Actions","","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Tue Mar 26 13:08:47 GMT 2024","Tue Mar 26 13:08:48 GMT 2024","750","Actions","","","","",".uncheck() - uncheck a checkbox element",""
"passed","Tue Mar 26 13:08:01 GMT 2024","Tue Mar 26 13:08:01 GMT 2024","93","Traversal","","","","",".last() - get last DOM element",""
"passed","Tue Mar 26 13:08:26 GMT 2024","Tue Mar 26 13:08:26 GMT 2024","193","example to-do app","","","","","can check off an item as completed",""
"passed","Tue Mar 26 13:08:01 GMT 2024","Tue Mar 26 13:08:01 GMT 2024","94","Traversal","","","","",".first() - get first DOM element",""
"passed","Tue Mar 26 13:09:08 GMT 2024","Tue Mar 26 13:09:08 GMT 2024","83","Files","","","","","cy.fixture() or require - load a fixture",""
"passed","Tue Mar 26 13:09:06 GMT 2024","Tue Mar 26 13:09:06 GMT 2024","77","Cypress.version","","","","","Get current version of Cypress being run",""
"passed","Tue Mar 26 13:08:56 GMT 2024","Tue Mar 26 13:08:56 GMT 2024","94","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Tue Mar 26 13:08:23 GMT 2024","Tue Mar 26 13:08:24 GMT 2024","535","Navigation","","","","","cy.reload() - reload the page",""
"passed","Tue Mar 26 13:08:02 GMT 2024","Tue Mar 26 13:08:02 GMT 2024","84","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Tue Mar 26 13:07:51 GMT 2024","Tue Mar 26 13:07:51 GMT 2024","604","Querying","","","","","best practices - selecting elements",""
"passed","Tue Mar 26 13:08:59 GMT 2024","Tue Mar 26 13:08:59 GMT 2024","245","Connectors","","","","",".each() - iterate over an array of elements",""
"passed","Tue Mar 26 13:08:32 GMT 2024","Tue Mar 26 13:08:33 GMT 2024","372","Actions","","","","",".blur() - blur off a DOM element",""
"passed","Tue Mar 26 13:09:05 GMT 2024","Tue Mar 26 13:09:05 GMT 2024","228","Cypress.Commands","","","","",".add() - create a custom command",""
"passed","Tue Mar 26 13:08:08 GMT 2024","Tue Mar 26 13:08:10 GMT 2024","2754","Viewport","","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Tue Mar 26 13:09:03 GMT 2024","Tue Mar 26 13:09:03 GMT 2024","167","Cookies","","","","","cy.clearCookie() - clear a browser cookie",""
"passed","Tue Mar 26 13:08:05 GMT 2024","Tue Mar 26 13:08:05 GMT 2024","86","Utilities","","","","","Cypress.minimatch - test out glob patterns against strings",""
